item_id,order_id,product_id,product_name,category,quantity,unit_price,gst_rate,gst_amount,discount_amount,total_price
ITM0074720,ORD029873,PRD0296,Bajaj Curtains Lite,Home & Kitchen,1,9964,12,1195.68,453.73,10705.95
ITM0074721,ORD029873,PRD0808,Bajaj Car Cover Premium,Automotive,1,6229,28,1744.12,269.6,7703.52
ITM0074722,ORD029873,PRD0911,HCL Pen Pack Base,Office Supplies,3,4822,18,2603.88,2437.32,14632.56
ITM0074723,ORD029874,PRD0516,Portronics Dumbbells Pro,Sports & Fitness,2,8388,12,2013.12,2959.27,15829.85
ITM0074724,ORD029875,PRD0724,Asian Paints Desi Ghee Classic,Grocery,1,598,0,0.0,115.84,482.16
ITM0074725,ORD029875,PRD0554,Crossbeats Cycle Elite,Sports & Fitness,3,30675,12,11043.0,4276.93,98791.07
ITM0074726,ORD029875,PRD0224,HDFC Rice Cooker Ultra,Home & Kitchen,3,21548,12,7757.28,5141.14,67260.14
ITM0074727,ORD029875,PRD0839,Titan Tyre Inflator Ultra,Automotive,2,3342,28,1871.52,211.0,8344.52
ITM0074728,ORD029876,PRD0156,Orient Formal Shirt Standard,Fashion,2,14986,5,1498.6,3494.54,27976.06
ITM0074729,ORD029876,PRD0107,Usha Men Kurta Premium,Fashion,3,6507,5,976.05,6.42,20490.63
ITM0074730,ORD029876,PRD0499,Amul Face Wash Max,Beauty & Health,3,1544,18,833.76,614.29,4851.47
ITM0074731,ORD029877,PRD0394,Ambrane Biography Standard,Books,2,467,0,0.0,83.89,850.11
ITM0074732,ORD029877,PRD0498,V-Guard Face Wash Max,Beauty & Health,3,2836,18,1531.44,1040.23,8999.21
ITM0074733,ORD029877,PRD0895,Wipro Engine Oil Ultra,Automotive,3,253,28,212.52,90.74,880.78
ITM0074734,ORD029878,PRD0241,ITC Air Purifier Elite,Home & Kitchen,2,18786,12,4508.64,2457.86,39622.78
ITM0074735,ORD029878,PRD0739,Finolex Cold Pressed Oil Base,Grocery,2,184,0,0.0,57.63,310.37
ITM0074736,ORD029879,PRD0803,Gizmore Car Cover Elite,Automotive,1,4809,28,1346.52,225.22,5930.3
ITM0074737,ORD029880,PRD0892,Portronics Engine Oil Plus,Automotive,1,3695,28,1034.6,224.73,4504.87
ITM0074738,ORD029881,PRD0460,HCL Protein Powder Pro,Beauty & Health,1,606,18,109.08,100.82,614.26
ITM0074739,ORD029881,PRD0859,ITC Car Seat Cover Max,Automotive,1,991,28,277.48,3.56,1264.92
ITM0074740,ORD029881,PRD0440,Usha Sunscreen Lite,Beauty & Health,2,446,18,160.56,82.72,969.84
ITM0074741,ORD029882,PRD0287,Mivi Bedsheet Set Base,Home & Kitchen,2,12301,12,2952.24,923.92,26630.32
ITM0074742,ORD029882,PRD0574,Berger Swimming Goggles Plus,Sports & Fitness,2,37991,12,9117.84,12864.72,72235.12
ITM0074743,ORD029882,PRD0766,Berger Dry Fruits Mix Plus,Grocery,2,1512,0,0.0,320.88,2703.12
ITM0074744,ORD029882,PRD0572,Syska Swimming Goggles Elite,Sports & Fitness,2,25161,12,6038.64,8170.95,48189.69
ITM0074745,ORD029883,PRD0423,Amul Shampoo Pro,Beauty & Health,3,534,18,288.36,49.66,1840.7
ITM0074746,ORD029884,PRD0732,Orient Cold Pressed Oil Lite,Grocery,1,1747,0,0.0,154.72,1592.28
ITM0074747,ORD029884,PRD0898,Fire-Boltt Engine Oil Base,Automotive,1,6792,28,1901.76,1223.93,7469.83
ITM0074748,ORD029884,PRD0855,Pidilite Car Seat Cover Classic,Automotive,2,1497,28,838.32,311.62,3520.7
ITM0074749,ORD029885,PRD0443,Voltas Multivitamins Base,Beauty & Health,3,2123,18,1146.42,828.57,6686.85
ITM0074750,ORD029885,PRD0090,Berger Camera Pro,Electronics,1,18255,18,3285.9,1387.82,20153.08
ITM0074751,ORD029886,PRD0634,Pidilite Remote Control Car Classic,Toys & Baby,2,1817,12,436.08,561.4,3508.68
ITM0074752,ORD029886,PRD0839,Titan Tyre Inflator Ultra,Automotive,1,3342,28,935.76,469.77,3807.99
ITM0074753,ORD029887,PRD0004,Godrej Smartphone Elite,Electronics,2,113203,18,40753.08,23832.09,243326.99
ITM0074754,ORD029887,PRD0591,Portronics Resistance Band Ultra,Sports & Fitness,1,25931,12,3111.72,4387.72,24655.0
ITM0074755,ORD029887,PRD0333,boAt Cookbook Premium,Books,2,1438,0,0.0,493.39,2382.61
ITM0074756,ORD029887,PRD0710,V-Guard Basmati Rice Lite,Grocery,1,710,0,0.0,138.34,571.66
ITM0074757,ORD029888,PRD0899,Usha Engine Oil Classic,Automotive,3,3461,28,2907.24,777.42,12512.82
ITM0074758,ORD029888,PRD0254,Godrej Ceiling Fan Ultra,Home & Kitchen,3,5538,12,1993.68,373.29,18234.39
ITM0074759,ORD029889,PRD0970,ITC Calculator Base,Office Supplies,2,3399,18,1223.64,1236.17,6785.47
ITM0074760,ORD029889,PRD0069,Gizmore Power Bank Plus,Electronics,3,76220,18,41158.8,38335.44,231483.36
ITM0074761,ORD029889,PRD0003,Fire-Boltt Smartphone Max,Electronics,2,118800,18,42768.0,23347.6,257020.4
ITM0074762,ORD029890,PRD0198,Pidilite Sports Shoes Standard,Fashion,3,2967,5,445.05,189.63,9156.42
ITM0074763,ORD029891,PRD0250,Asian Paints Air Purifier Ultra,Home & Kitchen,2,6118,12,1468.32,434.24,13270.08
ITM0074764,ORD029891,PRD0656,Wipro Puzzle Set Standard,Toys & Baby,2,1583,12,379.92,300.56,3245.36
ITM0074765,ORD029891,PRD0444,Crossbeats Multivitamins Premium,Beauty & Health,1,2116,18,380.88,181.7,2315.18
ITM0074766,ORD029892,PRD0040,Infosys Smart TV Base,Electronics,2,33425,18,12033.0,12869.84,66013.16
ITM0074767,ORD029893,PRD0140,boAt T-Shirt Ultra,Fashion,3,9771,5,1465.65,5288.39,25490.26
ITM0074768,ORD029893,PRD0404,Usha Face Cream Classic,Beauty & Health,2,2996,18,1078.56,120.14,6950.42
ITM0074769,ORD029893,PRD0103,V-Guard Men Kurta Lite,Fashion,1,5030,5,251.5,812.46,4469.04
ITM0074770,ORD029894,PRD0537,Mahindra Badminton Racket Premium,Sports & Fitness,1,9510,12,1141.2,1779.07,8872.13
ITM0074771,ORD029894,PRD0131,Bajaj Electricals T-Shirt Plus,Fashion,3,12059,5,1808.85,2378.19,35607.66
ITM0074772,ORD029895,PRD0264,Tata Table Fan Classic,Home & Kitchen,2,4015,12,963.6,582.9,8410.7
ITM0074773,ORD029895,PRD0599,Bajaj Electricals Resistance Band Ultra,Sports & Fitness,2,19581,12,4699.44,3619.37,40242.07
ITM0074774,ORD029895,PRD0804,Asian Paints Car Cover Max,Automotive,2,7598,28,4254.88,1434.44,18016.44
ITM0074775,ORD029896,PRD0320,Reliance UPSC Guide Classic,Books,1,1407,0,0.0,165.27,1241.73
ITM0074776,ORD029896,PRD0566,HDFC Football Max,Sports & Fitness,2,24042,12,5770.08,6915.58,46938.5
ITM0074777,ORD029896,PRD0538,boAt Badminton Racket Elite,Sports & Fitness,2,33122,12,7949.28,12952.51,61240.77
ITM0074778,ORD029897,PRD0256,Usha Ceiling Fan Premium,Home & Kitchen,2,20314,12,4875.36,7093.03,38410.33
ITM0074779,ORD029897,PRD0143,V-Guard Ethnic Dress Base,Fashion,3,12193,5,1828.95,4929.25,33478.7
ITM0074780,ORD029897,PRD0044,Polycab Headphones Ultra,Electronics,3,99598,18,53782.92,17888.87,334688.05
ITM0074781,ORD029897,PRD0902,Pidilite Notebook Set Ultra,Office Supplies,3,6781,18,3661.74,3396.02,20608.72
ITM0074782,ORD029898,PRD0485,HCL Lipstick Ultra,Beauty & Health,1,999,18,179.82,142.34,1036.48
ITM0074783,ORD029898,PRD0744,Godrej Atta Pro,Grocery,1,1113,0,0.0,49.71,1063.29
ITM0074784,ORD029898,PRD0199,Asian Paints Sports Shoes Elite,Fashion,1,5077,5,253.85,71.84,5259.01
ITM0074785,ORD029898,PRD0973,Hindusta Unilever Office Chair Base,Office Supplies,1,6458,18,1162.44,964.11,6656.33
ITM0074786,ORD029899,PRD0867,Finolex Bike Lock Standard,Automotive,1,5671,28,1587.88,248.26,7010.62
ITM0074787,ORD029900,PRD0504,Orient Yoga Mat Ultra,Sports & Fitness,3,48271,12,17377.56,22043.06,140147.5
ITM0074788,ORD029901,PRD0192,Usha Sports Shoes Ultra,Fashion,3,498,5,74.7,155.44,1413.26
ITM0074789,ORD029901,PRD0914,Godrej Pen Pack Max,Office Supplies,2,3287,18,1183.32,1110.43,6646.89
ITM0074790,ORD029901,PRD0322,Hero MBA Textbook Ultra,Books,3,504,0,0.0,211.38,1300.62
ITM0074791,ORD029901,PRD0054,Zebronics Bluetooth Speaker Standard,Electronics,3,116026,18,62654.04,4786.34,405945.7
ITM0074792,ORD029902,PRD0364,Polycab Engineering Book Premium,Books,3,907,0,0.0,204.0,2517.0
ITM0074793,ORD029902,PRD0173,Zebronics Sherwani Pro,Fashion,3,382,5,57.3,87.13,1116.17
ITM0074794,ORD029903,PRD0423,Amul Shampoo Pro,Beauty & Health,3,534,18,288.36,126.71,1763.65
ITM0074795,ORD029903,PRD0664,Amul Baby Stroller Max,Toys & Baby,3,657,12,236.52,327.51,1880.01
ITM0074796,ORD029903,PRD0828,V-Guard Car Perfume Pro,Automotive,3,8327,28,6994.68,3213.76,28761.92
ITM0074797,ORD029904,PRD0536,V-Guard Badminton Racket Lite,Sports & Fitness,1,44788,12,5374.56,3969.5,46193.06
ITM0074798,ORD029904,PRD0537,Mahindra Badminton Racket Premium,Sports & Fitness,3,9510,12,3423.6,711.38,31242.22
ITM0074799,ORD029904,PRD0998,HCL Pen Drive Pro,Office Supplies,2,7407,18,2666.52,1484.54,15995.98
ITM0074800,ORD029905,PRD0618,Pidilite Educational Toy Standard,Toys & Baby,1,3800,12,456.0,381.01,3874.99
ITM0074801,ORD029905,PRD0144,Titan Ethnic Dress Elite,Fashion,1,8102,5,405.1,1242.97,7264.13
ITM0074802,ORD029905,PRD0407,Crossbeats Face Cream Base,Beauty & Health,1,2957,18,532.26,532.55,2956.71
ITM0074803,ORD029905,PRD0152,V-Guard Formal Shirt Plus,Fashion,1,12020,5,601.0,2147.34,10473.66
ITM0074804,ORD029906,PRD0706,Finolex Basmati Rice Classic,Grocery,2,706,0,0.0,272.54,1139.46
ITM0074805,ORD029906,PRD0805,Titan Car Cover Standard,Automotive,3,3710,28,3116.4,2052.26,12194.14
ITM0074806,ORD029906,PRD0780,Marico Green Tea Ultra,Grocery,1,1185,0,0.0,151.94,1033.06
ITM0074807,ORD029906,PRD0988,Crompton Desk Lamp Classic,Office Supplies,2,3179,18,1144.44,556.04,6946.4
ITM0074808,ORD029907,PRD0664,Amul Baby Stroller Max,Toys & Baby,2,657,12,157.68,145.32,1326.36
ITM0074809,ORD029908,PRD0691,Titan Rattle Set Premium,Toys & Baby,2,2077,12,498.48,552.19,4100.29
ITM0074810,ORD029908,PRD0512,Noise Dumbbells Premium,Sports & Fitness,3,2324,12,836.64,932.27,6876.37
ITM0074811,ORD029908,PRD0542,Bajaj Treadmill Base,Sports & Fitness,3,15740,12,5666.4,3442.98,49443.42
ITM0074812,ORD029909,PRD0270,Polycab Table Fan Elite,Home & Kitchen,3,16377,12,5895.72,7292.68,47734.04
ITM0074813,ORD029909,PRD0426,HCL Shampoo Max,Beauty & Health,3,1285,18,693.9,494.99,4053.91
ITM0074814,ORD029909,PRD0898,Fire-Boltt Engine Oil Base,Automotive,1,6792,28,1901.76,449.65,8244.11
ITM0074815,ORD029910,PRD0209,Mivi Pressure Cooker Classic,Home & Kitchen,2,23861,12,5726.64,7879.72,45568.92
ITM0074816,ORD029910,PRD0495,Wipro Face Wash Pro,Beauty & Health,1,1630,18,293.4,7.08,1916.32
ITM0074817,ORD029910,PRD0894,Bajaj Electricals Engine Oil Plus,Automotive,1,3542,28,991.76,53.89,4479.87
ITM0074818,ORD029911,PRD0493,Syska Face Wash Pro,Beauty & Health,3,1263,18,682.02,436.41,4034.61
ITM0074819,ORD029912,PRD0589,Finolex Gym Gloves Ultra,Sports & Fitness,3,32077,12,11547.72,2613.04,105165.68
ITM0074820,ORD029912,PRD0735,HDFC Cold Pressed Oil Lite,Grocery,3,452,0,0.0,32.12,1323.88
ITM0074821,ORD029912,PRD0871,ITC Car Vacuum Standard,Automotive,2,8284,28,4639.04,778.89,20428.15
ITM0074822,ORD029913,PRD0844,Maruti Dashboard Camera Pro,Automotive,2,2212,28,1238.72,727.63,4935.09
ITM0074823,ORD029913,PRD0396,V-Guard Biography Elite,Books,2,385,0,0.0,90.88,679.12
ITM0074824,ORD029913,PRD0756,Syska Honey Classic,Grocery,1,1080,0,0.0,27.0,1053.0
ITM0074825,ORD029913,PRD0033,Dabur Smart TV Max,Electronics,2,46428,18,16714.08,4479.09,105090.99
ITM0074826,ORD029914,PRD0156,Orient Formal Shirt Standard,Fashion,2,14986,5,1498.6,5321.31,26149.29
ITM0074827,ORD029914,PRD0426,HCL Shampoo Max,Beauty & Health,3,1285,18,693.9,670.01,3878.89
ITM0074828,ORD029915,PRD0201,ITC Pressure Cooker Max,Home & Kitchen,1,3555,12,426.6,559.93,3421.67
ITM0074829,ORD029915,PRD0615,Havells Educational Toy Plus,Toys & Baby,3,4018,12,1446.48,2061.78,11438.7
ITM0074830,ORD029916,PRD0016,ITC Laptop Lite,Electronics,1,136777,18,24619.86,19487.54,141909.32
ITM0074831,ORD029916,PRD0359,Hero Children Story Max,Books,3,205,0,0.0,19.36,595.64
ITM0074832,ORD029917,PRD0574,Berger Swimming Goggles Plus,Sports & Fitness,1,37991,12,4558.92,1339.87,41210.05
ITM0074833,ORD029917,PRD0961,ITC Calculator Elite,Office Supplies,1,7812,18,1406.16,823.6,8394.56
ITM0074834,ORD029917,PRD0184,Voltas Kurti Elite,Fashion,3,8264,5,1239.6,1197.9,24833.7
ITM0074835,ORD029918,PRD0124,Usha Jeans Standard,Fashion,2,6722,5,672.2,168.95,13947.25
ITM0074836,ORD029918,PRD0708,Finolex Basmati Rice Plus,Grocery,1,1310,0,0.0,122.34,1187.66
ITM0074837,ORD029918,PRD0106,Amul Men Kurta Lite,Fashion,3,1102,5,165.3,656.62,2814.68
ITM0074838,ORD029919,PRD0701,Pidilite Basmati Rice Elite,Grocery,1,1216,0,0.0,189.79,1026.21
ITM0074839,ORD029919,PRD0022,ITC Tablet Base,Electronics,2,69701,18,25092.36,17353.35,147141.01
ITM0074840,ORD029919,PRD0992,Noise Pen Drive Classic,Office Supplies,1,6524,18,1174.32,143.9,7554.42
ITM0074841,ORD029920,PRD0790,HCL Turmeric Powder Base,Grocery,1,758,0,0.0,29.04,728.96
ITM0074842,ORD029920,PRD0837,Crossbeats Tyre Inflator Elite,Automotive,3,5558,28,4668.72,956.73,20385.99
ITM0074843,ORD029920,PRD0467,Titan Essential Oil Classic,Beauty & Health,3,772,18,416.88,337.35,2395.53
ITM0074844,ORD029920,PRD0255,HCL Ceiling Fan Elite,Home & Kitchen,3,11964,12,4307.04,722.29,39476.75
ITM0074845,ORD029921,PRD0806,Havells Car Cover Standard,Automotive,3,3579,28,3006.36,1339.03,12404.33
ITM0074846,ORD029921,PRD0113,Mahindra Women Saree Classic,Fashion,3,10877,5,1631.55,1136.97,33125.58
ITM0074847,ORD029922,PRD0168,Voltas Lehenga Standard,Fashion,1,7164,5,358.2,226.32,7295.88
ITM0074848,ORD029922,PRD0666,Syska Baby Stroller Pro,Toys & Baby,3,1004,12,361.44,189.37,3184.07
ITM0074849,ORD029923,PRD0850,Pebble Dashboard Camera Elite,Automotive,2,5807,28,3251.92,1448.17,13417.75
ITM0074850,ORD029923,PRD0515,Hindusta Unilever Dumbbells Elite,Sports & Fitness,2,34586,12,8300.64,4040.71,73431.93
ITM0074851,ORD029924,PRD0460,HCL Protein Powder Pro,Beauty & Health,3,606,18,327.24,360.88,1784.36
ITM0074852,ORD029924,PRD0460,HCL Protein Powder Pro,Beauty & Health,3,606,18,327.24,45.33,2099.91
ITM0074853,ORD029924,PRD0357,Havells Children Story Elite,Books,2,373,0,0.0,44.37,701.63
ITM0074854,ORD029925,PRD0661,Fire-Boltt Baby Stroller Classic,Toys & Baby,3,2773,12,998.28,658.76,8658.52
ITM0074855,ORD029926,PRD0647,Ambrane Building Blocks Plus,Toys & Baby,1,2483,12,297.96,428.53,2352.43
ITM0074856,ORD029927,PRD0874,Hindusta Unilever Car Vacuum Premium,Automotive,2,1814,28,1015.84,561.41,4082.43
ITM0074857,ORD029927,PRD0183,V-Guard Kurti Max,Fashion,3,12385,5,1857.75,3220.25,35792.5
ITM0074858,ORD029928,PRD0176,Usha Sherwani Pro,Fashion,2,10568,5,1056.8,2888.1,19304.7
ITM0074859,ORD029928,PRD0046,Pidilite Headphones Premium,Electronics,3,149361,18,80654.94,72353.42,456384.52
ITM0074860,ORD029928,PRD0110,Maruti Men Kurta Ultra,Fashion,3,14776,5,2216.4,3332.18,43212.22
ITM0074861,ORD029928,PRD0037,Wipro Smart TV Max,Electronics,2,69585,18,25050.6,2584.8,161635.8
ITM0074862,ORD029929,PRD0205,Infosys Pressure Cooker Base,Home & Kitchen,2,4255,12,1021.2,19.68,9511.52
ITM0074863,ORD029930,PRD0909,Hero Notebook Set Premium,Office Supplies,3,4134,18,2232.36,1045.69,13588.67
ITM0074864,ORD029930,PRD0322,Hero MBA Textbook Ultra,Books,1,504,0,0.0,15.97,488.03
ITM0074865,ORD029930,PRD0526,Fire-Boltt Cricket Bat Ultra,Sports & Fitness,2,29384,12,7052.16,3392.38,62427.78
ITM0074866,ORD029931,PRD0600,Pebble Resistance Band Max,Sports & Fitness,2,39916,12,9579.84,2078.57,87333.27
ITM0074867,ORD029931,PRD0603,Finolex Board Game Max,Toys & Baby,3,2285,12,822.6,968.85,6708.75
ITM0074868,ORD029931,PRD0788,Gizmore Turmeric Powder Elite,Grocery,3,977,0,0.0,142.0,2789.0
ITM0074869,ORD029932,PRD0634,Pidilite Remote Control Car Classic,Toys & Baby,3,1817,12,654.12,46.12,6059.0
ITM0074870,ORD029933,PRD0007,Amul Smartphone Premium,Electronics,1,75798,18,13643.64,14051.37,75390.27
ITM0074871,ORD029933,PRD0418,Hero Hair Oil Max,Beauty & Health,2,2520,18,907.2,239.84,5707.36
ITM0074872,ORD029933,PRD0500,Noise Face Wash Elite,Beauty & Health,3,527,18,284.58,83.62,1781.96
ITM0074873,ORD029934,PRD0214,Maruti Mixer Grinder Lite,Home & Kitchen,3,12737,12,4585.32,6568.34,36227.98
ITM0074874,ORD029934,PRD0923,HCL Printer Paper Max,Office Supplies,2,1993,18,717.48,733.78,3969.7
ITM0074875,ORD029934,PRD0529,Zebronics Cricket Bat Pro,Sports & Fitness,1,25820,12,3098.4,1075.72,27842.68
ITM0074876,ORD029935,PRD0470,Polycab Essential Oil Base,Beauty & Health,3,2951,18,1593.54,899.07,9547.47
ITM0074877,ORD029935,PRD0581,Gizmore Gym Gloves Premium,Sports & Fitness,2,13966,12,3351.84,1066.93,30216.91
ITM0074878,ORD029936,PRD0947,Orient Stapler Plus,Office Supplies,3,5982,18,3230.28,1717.09,19459.19
ITM0074879,ORD029936,PRD0527,Gizmore Cricket Bat Pro,Sports & Fitness,2,8372,12,2009.28,1924.62,16828.66
ITM0074880,ORD029936,PRD0855,Pidilite Car Seat Cover Classic,Automotive,3,1497,28,1257.48,779.89,4968.59
ITM0074881,ORD029937,PRD0616,Portronics Educational Toy Pro,Toys & Baby,2,363,12,87.12,64.88,748.24
ITM0074882,ORD029937,PRD0885,Voltas LED Car Lights Pro,Automotive,3,9481,28,7964.04,2612.93,33794.11
ITM0074883,ORD029937,PRD0745,Orient Atta Pro,Grocery,2,1791,0,0.0,10.96,3571.04
ITM0074884,ORD029937,PRD0717,Syska Organic Dal Standard,Grocery,3,1838,0,0.0,360.74,5153.26
ITM0074885,ORD029938,PRD0669,Crossbeats Baby Stroller Elite,Toys & Baby,1,2238,12,268.56,326.06,2180.5
ITM0074886,ORD029938,PRD0691,Titan Rattle Set Premium,Toys & Baby,3,2077,12,747.72,161.41,6817.31
ITM0074887,ORD029938,PRD0494,Titan Face Wash Premium,Beauty & Health,2,1224,18,440.64,63.78,2824.86
ITM0074888,ORD029939,PRD0815,Crompton Bike Helmet Pro,Automotive,1,7843,28,2196.04,486.21,9552.83
ITM0074889,ORD029940,PRD0848,Infosys Dashboard Camera Premium,Automotive,2,250,28,140.0,0.6,639.4
ITM0074890,ORD029941,PRD0752,Hindusta Unilever Honey Lite,Grocery,2,696,0,0.0,57.25,1334.75
ITM0074891,ORD029941,PRD0243,Marico Air Purifier Standard,Home & Kitchen,2,20439,12,4905.36,578.47,45204.89
ITM0074892,ORD029941,PRD0438,Mahindra Sunscreen Elite,Beauty & Health,3,520,18,280.8,41.67,1799.13
ITM0074893,ORD029941,PRD0091,Pebble Router Premium,Electronics,2,61618,18,22182.48,13555.84,131862.64
ITM0074894,ORD029942,PRD0472,Havells Kajal Premium,Beauty & Health,1,563,18,101.34,64.91,599.43
ITM0074895,ORD029942,PRD0278,Pebble LED Bulb Elite,Home & Kitchen,1,9889,12,1186.68,1231.64,9844.04
ITM0074896,ORD029943,PRD0224,HDFC Rice Cooker Ultra,Home & Kitchen,1,21548,12,2585.76,424.07,23709.69
ITM0074897,ORD029943,PRD0329,Crompton MBA Textbook Elite,Books,3,570,0,0.0,144.03,1565.97
ITM0074898,ORD029943,PRD0436,Marico Sunscreen Pro,Beauty & Health,1,441,18,79.38,14.3,506.08
ITM0074899,ORD029943,PRD0491,Infosys Face Wash Base,Beauty & Health,1,2396,18,431.28,90.26,2737.02
ITM0074900,ORD029944,PRD0466,Amul Essential Oil Premium,Beauty & Health,3,1320,18,712.8,445.59,4227.21
ITM0074901,ORD029944,PRD0772,Hero Green Tea Pro,Grocery,3,1951,0,0.0,663.53,5189.47
ITM0074902,ORD029944,PRD0511,Pebble Dumbbells Classic,Sports & Fitness,3,43810,12,15771.6,26142.37,121059.23
ITM0074903,ORD029944,PRD0722,Pidilite Desi Ghee Premium,Grocery,2,397,0,0.0,116.79,677.21
ITM0074904,ORD029945,PRD0438,Mahindra Sunscreen Elite,Beauty & Health,2,520,18,187.2,193.0,1034.2
ITM0074905,ORD029945,PRD0428,Fire-Boltt Shampoo Ultra,Beauty & Health,2,1964,18,707.04,701.79,3933.25
ITM0074906,ORD029945,PRD0083,Pebble Camera Premium,Electronics,1,66551,18,11979.18,6945.01,71585.17
ITM0074907,ORD029945,PRD0557,Mivi Cycle Plus,Sports & Fitness,3,14575,12,5247.0,3564.27,45407.73
ITM0074908,ORD029946,PRD0359,Hero Children Story Max,Books,2,205,0,0.0,71.9,338.1
ITM0074909,ORD029946,PRD0523,Bajaj Cricket Bat Plus,Sports & Fitness,2,5847,12,1403.28,464.58,12632.7
ITM0074910,ORD029946,PRD0915,Bajaj Pen Pack Max,Office Supplies,2,6229,18,2242.44,1305.55,13394.89
ITM0074911,ORD029946,PRD0358,Godrej Children Story Max,Books,1,1203,0,0.0,66.2,1136.8
ITM0074912,ORD029947,PRD0588,Dabur Gym Gloves Standard,Sports & Fitness,3,19316,12,6953.76,2806.6,62095.16
ITM0074913,ORD029948,PRD0516,Portronics Dumbbells Pro,Sports & Fitness,1,8388,12,1006.56,743.04,8651.52
ITM0074914,ORD029948,PRD0742,Titan Atta Standard,Grocery,3,1926,0,0.0,495.84,5282.16
ITM0074915,ORD029949,PRD0592,Zebronics Resistance Band Plus,Sports & Fitness,3,31192,12,11229.12,9891.24,94913.88
ITM0074916,ORD029949,PRD0282,Fire-Boltt Bedsheet Set Plus,Home & Kitchen,3,11814,12,4253.04,6042.14,33652.9
ITM0074917,ORD029949,PRD0550,Mivi Treadmill Pro,Sports & Fitness,1,14111,12,1693.32,2035.05,13769.27
ITM0074918,ORD029950,PRD0144,Titan Ethnic Dress Elite,Fashion,3,8102,5,1215.3,3084.54,22436.76
ITM0074919,ORD029950,PRD0148,Bajaj Ethnic Dress Max,Fashion,3,10033,5,1504.95,4596.32,27007.63
ITM0074920,ORD029950,PRD0838,HDFC Tyre Inflator Ultra,Automotive,2,4321,28,2419.76,325.07,10736.69
ITM0074921,ORD029951,PRD0401,Infosys Face Cream Premium,Beauty & Health,2,1643,18,591.48,35.8,3841.68
ITM0074922,ORD029951,PRD0649,Infosys Building Blocks Premium,Toys & Baby,3,3339,12,1202.04,965.9,10253.14
ITM0074923,ORD029951,PRD0402,Crompton Face Cream Elite,Beauty & Health,2,2968,18,1068.48,544.17,6460.31
ITM0074924,ORD029951,PRD0786,Dabur Turmeric Powder Premium,Grocery,3,488,0,0.0,31.95,1432.05
ITM0074925,ORD029952,PRD0324,Bajaj Electricals MBA Textbook Max,Books,1,232,0,0.0,21.07,210.93
ITM0074926,ORD029952,PRD0812,Berger Bike Helmet Pro,Automotive,2,3280,28,1836.8,546.12,7850.68
ITM0074927,ORD029952,PRD0310,Voltas Fiction Novel Plus,Books,1,109,0,0.0,4.63,104.37
ITM0074928,ORD029952,PRD0451,Dabur Protein Powder Base,Beauty & Health,2,1705,18,613.8,588.97,3434.83
ITM0074929,ORD029953,PRD0495,Wipro Face Wash Pro,Beauty & Health,2,1630,18,586.8,28.5,3818.3
ITM0074930,ORD029954,PRD0456,Hindusta Unilever Protein Powder Max,Beauty & Health,1,2894,18,520.92,467.43,2947.49
ITM0074931,ORD029955,PRD0419,Hero Hair Oil Premium,Beauty & Health,3,471,18,254.34,26.0,1641.34
ITM0074932,ORD029955,PRD0644,Zebronics Building Blocks Standard,Toys & Baby,2,842,12,202.08,216.28,1669.8
ITM0074933,ORD029955,PRD0963,Havells Calculator Premium,Office Supplies,3,2045,18,1104.3,739.23,6500.07
ITM0074934,ORD029955,PRD0914,Godrej Pen Pack Max,Office Supplies,3,3287,18,1774.98,191.56,11444.42
ITM0074935,ORD029956,PRD0440,Usha Sunscreen Lite,Beauty & Health,3,446,18,240.84,256.77,1322.07
ITM0074936,ORD029956,PRD0381,Asian Paints History Book Base,Books,2,278,0,0.0,26.92,529.08
ITM0074937,ORD029957,PRD0503,Wipro Yoga Mat Max,Sports & Fitness,2,36363,12,8727.12,5093.34,76359.78
ITM0074938,ORD029958,PRD0948,ITC Stapler Ultra,Office Supplies,2,4372,18,1573.92,220.8,10097.12
ITM0074939,ORD029958,PRD0177,Berger Sherwani Base,Fashion,1,11735,5,586.75,1431.84,10889.91
ITM0074940,ORD029958,PRD0653,Havells Puzzle Set Plus,Toys & Baby,1,1503,12,180.36,207.0,1476.36
ITM0074941,ORD029958,PRD0888,Finolex LED Car Lights Premium,Automotive,2,8861,28,4962.16,2698.63,19985.53
ITM0074942,ORD029959,PRD0495,Wipro Face Wash Pro,Beauty & Health,3,1630,18,880.2,117.0,5653.2
ITM0074943,ORD029959,PRD0239,Voltas Water Purifier Standard,Home & Kitchen,2,9432,12,2263.68,3623.95,17503.73
ITM0074944,ORD029959,PRD0536,V-Guard Badminton Racket Lite,Sports & Fitness,1,44788,12,5374.56,962.27,49200.29
ITM0074945,ORD029959,PRD0923,HCL Printer Paper Max,Office Supplies,2,1993,18,717.48,34.51,4668.97
ITM0074946,ORD029960,PRD0083,Pebble Camera Premium,Electronics,2,66551,18,23958.36,24638.63,132421.73
ITM0074947,ORD029960,PRD0650,Polycab Building Blocks Lite,Toys & Baby,3,386,12,138.96,182.14,1114.82
ITM0074948,ORD029960,PRD0610,Berger Board Game Classic,Toys & Baby,2,473,12,113.52,133.66,925.86
ITM0074949,ORD029961,PRD0013,V-Guard Laptop Elite,Electronics,3,96041,18,51862.14,27323.09,312662.05
ITM0074950,ORD029961,PRD0868,Fire-Boltt Bike Lock Lite,Automotive,2,791,28,442.96,244.9,1780.06
